Place ID,Tên quán,Vĩ độ,Kinh độ,Điểm đánh giá,Số lượng đánh giá,Đường/Thôn,Thành phố,Tỉnh/Trạng thái,Mã quốc gia,Website,Số điện thoại,Danh mục chính,Google Maps URL,Là quán ăn/uống
ChIJt8-AdQBbNDER9GvG2g2p0Ok,Nhà hàng Sơn Trang C5,20.9893225,105.5084333,4.3,9,"XGQ5+P9H, CT03",Hà Nội,"Yên Xuân, Hà Nội",VN,https://www.facebook.com/sontrangc5,+84 866 492 833,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20S%C6%A1n%20Trang%20C5&query_place_id=ChIJt8-AdQBbNDER9GvG2g2p0Ok,1
ChIJq6qqqjb-NDERgRNVEZ0yyoo,Quán Bia Giang Nam,20.9869655,105.4956628,3.9,9,XFPW+Q7M,Hà Nội,"Yên Xuân, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Bia%20Giang%20Nam&query_place_id=ChIJq6qqqjb-NDERgRNVEZ0yyoo,1
ChIJk59SU8BUNDERh0chqvVq-os,Yên Quý Quán,21.0058073,105.4640504,4.7,9,2F47+8JF,Hà Nội,"Yên Xuân, Hà Nội",VN,,,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Y%C3%AAn%20Qu%C3%BD%20Qu%C3%A1n&query_place_id=ChIJk59SU8BUNDERh0chqvVq-os,1
ChIJl2GoEABbNDERqTn0g-WOiBE,Cơm Tấm Chính Lan 1998,21.0225389,105.549525,4.4,9,"Mặt hồ, đường vành đai công nghệ Hạ Bằng",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 368 466 998,Nhà hàng cơm,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Ch%C3%ADnh%20Lan%201998&query_place_id=ChIJl2GoEABbNDERqTn0g-WOiBE,1
ChIJ9UscbwBbNDERtspc3OSU0FY,Nhà hàng Gà Tươi Phạm Xá 6789,20.9851429,105.526488,4.8,9,Số 155 thôn 2,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 338 391 686,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20G%C3%A0%20T%C6%B0%C6%A1i%20Ph%E1%BA%A1m%20X%C3%A1%206789&query_place_id=ChIJ9UscbwBbNDERtspc3OSU0FY,1
ChIJo9djM1BbNDER4XoJX3y3N10,Đặc sản Lòng ngon,21.0239307,105.5852567,4.1,9,2HFP+G3H,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 375 058 651,Nhà hàng chuyên phục vụ bữa sáng,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BA%B7c%20s%E1%BA%A3n%20L%C3%B2ng%20ngon&query_place_id=ChIJo9djM1BbNDER4XoJX3y3N10,1
ChIJA6qFUFhbNDER1wP0yHTW7Jw,Bún Chả Thuỷ Tiên,20.9937734,105.5242754,4.3,9,XGVF+GP2,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 974 357 462,Nhà hàng chuyên phục vụ bữa sáng,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20Thu%E1%BB%B7%20Ti%C3%AAn&query_place_id=ChIJA6qFUFhbNDER1wP0yHTW7Jw,1
ChIJid--b0NaNDERLcNhtljOaDo,Nhà Hàng Cây Mít,21.0015279,105.565866,4.7,9,2H28+J89,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20C%C3%A2y%20M%C3%ADt&query_place_id=ChIJid--b0NaNDERLcNhtljOaDo,1
ChIJu8VLA2KpNTER2Qv383gSPhc,Bê chao Tây Bắc,20.9843615,105.5261121,4.3,9,66 QL21,Hà Nội,"Yên Xuân, Hà Nội",VN,https://www.facebook.com/laucuadong.traungon/,+84 888 883 885,Nhà hàng,https://www.google.com/maps/search/?api=1&query=B%C3%AA%20chao%20T%C3%A2y%20B%E1%BA%AFc&query_place_id=ChIJu8VLA2KpNTER2Qv383gSPhc,1
ChIJj8WLS8ZbNDER-dR68M6T2rw,Quán Quen Bia Lẩu,21.0046677,105.5569746,4.8,9,"2H34+VQP, Thôn 7",Hà Nội,"Hạ Bằng, Hà Nội",VN,https://www.facebook.com/share/1Hc9SC95CB/?mibextid=wwXIfr,+84 869 866 862,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Quen%20Bia%20L%E1%BA%A9u&query_place_id=ChIJj8WLS8ZbNDER-dR68M6T2rw,1
ChIJd5pORXZbNDERnCyI80Yv-bM,Karaoke Đại Dương Massage,20.9904019,105.5159389,4.3,9,XGR8+598,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán bar karaoke,https://www.google.com/maps/search/?api=1&query=Karaoke%20%C4%90%E1%BA%A1i%20D%C6%B0%C6%A1ng%20Massage&query_place_id=ChIJd5pORXZbNDERnCyI80Yv-bM,1
ChIJXTpebgBbNDERbSRmINRkjKA,Twitter Beans FPT Education,21.0132617,105.526106,3.8,9,"Km29, CT03",Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Twitter%20Beans%20FPT%20Education&query_place_id=ChIJXTpebgBbNDERbSRmINRkjKA,1
ChIJP6XG0FFbNDERCCTLrr4ktPg,Azzan Coffee - Đại học FPT,21.0132661,105.5261593,4.9,9,2G7G+8F3,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 967 883 545,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Azzan%20Coffee%20-%20%C4%90%E1%BA%A1i%20h%E1%BB%8Dc%20FPT&query_place_id=ChIJP6XG0FFbNDERCCTLrr4ktPg,0
ChIJPUzi-zxZNDERgd62xgIed_c,Hồ Sen Quán,21.0312416,105.5213607,4.3,8,Linh sơn,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 966 430 969,Nhà hàng,https://www.google.com/maps/search/?api=1&query=H%E1%BB%93%20Sen%20Qu%C3%A1n&query_place_id=ChIJPUzi-zxZNDERgd62xgIed_c,1
ChIJU2Wr7BxbNDERZzWtsmCfemE,Nhà Hàng Thế giới Bò,21.0331102,105.5139013,3.0,8,Asean Resort/21a Chợ Hòa Lạc,Hà Nội,"Thạch Thất, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Th%E1%BA%BF%20gi%E1%BB%9Bi%20B%C3%B2&query_place_id=ChIJU2Wr7BxbNDERZzWtsmCfemE,1
ChIJD1cjYQBbNDERtzxN8bNKurs,Nướng Than Hoa Fuca,21.0018304,105.5196845,5.0,8,2G29+PVF,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng món nướng,https://www.google.com/maps/search/?api=1&query=N%C6%B0%E1%BB%9Bng%20Than%20Hoa%20Fuca&query_place_id=ChIJD1cjYQBbNDERtzxN8bNKurs,1
ChIJq_WXtAZbNDERBaP7m0f-SSU,Phở Cồ Như Ý 179,21.0059329,105.5189209,4.4,8,Phở Cồ Như Ý 179 Ql21A thôn 3 Thạch Hòa,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán ăn truyền thống Ghana,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20C%E1%BB%93%20Nh%C6%B0%20%C3%9D%20179&query_place_id=ChIJq_WXtAZbNDERBaP7m0f-SSU,1
ChIJdciR4vJbNDERaxg_7PcYRws,Cơm Gà RuBy,21.0071586,105.5179833,4.1,8,Số 282A cụm 4,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20G%C3%A0%20RuBy&query_place_id=ChIJdciR4vJbNDERaxg_7PcYRws,1
ChIJEwR-SwBbNDERZLB5hKSDJLk,Bún Đậu Mắm Tôm - Thương Béo,21.0198106,105.5204297,4.0,8,989 QL21A,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 964 377 868,Nhà hàng gia đình,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20M%E1%BA%AFm%20T%C3%B4m%20-%20Th%C6%B0%C6%A1ng%20B%C3%A9o&query_place_id=ChIJEwR-SwBbNDERZLB5hKSDJLk,1
ChIJX-cLN95dNDER6MK6TDqdTQc,Nhà Hàng 16,21.0153703,105.4629012,3.5,8,2F87+45W,Hà Nội,"Yên Bài, Hà Nội",VN,,+84 865 979 521,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%2016&query_place_id=ChIJX-cLN95dNDER6MK6TDqdTQc,1
ChIJpdhO_Z9ZNDERiN4dM-9S01E,Nhà Hàng Ba Văn,21.0507717,105.5525399,4.0,8,,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 973 430 585,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Ba%20V%C4%83n&query_place_id=ChIJpdhO_Z9ZNDERiN4dM-9S01E,1
ChIJlYkj2blbNDER9Vuc6QuFdz4,Duy Tân Cafeteria,21.0099645,105.5355003,4.3,8,"Khu Công Nghệ Cao Hòa Lạc, F-Ville 1, Khu CNC Hòa Lạc, FPT Software",Hà Nội,"Hòa Lạc, Hà Nội",VN,https://www.facebook.com/duytancafe,+84 936 323 268,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Duy%20T%C3%A2n%20Cafeteria&query_place_id=ChIJlYkj2blbNDER9Vuc6QuFdz4,1
ChIJNzzWrYtZNDERemMWHHJZs6c,Yummy Coffee,21.0370337,105.5466957,4.4,8,"2GPW+RM8, ĐT420",Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 964 005 780,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Yummy%20Coffee&query_place_id=ChIJNzzWrYtZNDERemMWHHJZs6c,1
ChIJ8STw2BZZNDERt9KY7tAQpQE,Hiền Lương Quán,21.0508618,105.5031802,4.9,7,Km 10 đoàn kết,Hà Nội,"Đoài Phương, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Hi%E1%BB%81n%20L%C6%B0%C6%A1ng%20Qu%C3%A1n&query_place_id=ChIJ8STw2BZZNDERt9KY7tAQpQE,1
ChIJdcXxHq1bNDERcom-d4vb4To,Vạn Thanh Cafe,21.0351737,105.5060159,5.0,7,2GP4+5C,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 906 570 183,Quán cà phê,https://www.google.com/maps/search/?api=1&query=V%E1%BA%A1n%20Thanh%20Cafe&query_place_id=ChIJdcXxHq1bNDERcom-d4vb4To,1
ChIJCehPVwBbNDERyCrqIdPI8ZE,Hotpot Hola,21.0143137,105.5199782,4.7,7,,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 918 060 322,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Hotpot%20Hola&query_place_id=ChIJCehPVwBbNDERyCrqIdPI8ZE,1
ChIJ52STAQBbNDERlaWeOrJvdag,Vua Bún Riêu Cua_ Lẩu Ếch,21.0122116,105.518648,4.3,7,2G69+VCF,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 976 712 092,Cửa hàng ăn nhanh,https://www.google.com/maps/search/?api=1&query=Vua%20B%C3%BAn%20Ri%C3%AAu%20Cua_%20L%E1%BA%A9u%20%E1%BA%BEch&query_place_id=ChIJ52STAQBbNDERlaWeOrJvdag,1
ChIJa7Z0TABdNDERPpFUOJqSipk,"PHỞ BÒ, GÀ, BÚN CÁ HÒZÔTA tại Hoà Lạc",20.9901711,105.4988011,5.0,7,,Hà Nội,"Yên Xuân, Hà Nội",VN,,+84 966 982 020,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=PH%E1%BB%9E%20B%C3%92%2C%20G%C3%80%2C%20B%C3%9AN%20C%C3%81%20H%C3%92Z%C3%94TA%20t%E1%BA%A1i%20Ho%C3%A0%20L%E1%BA%A1c&query_place_id=ChIJa7Z0TABdNDERPpFUOJqSipk,1
ChIJSR94RQBbNDERv8vxNfPuG84,Cơm Xe Tải Hồng Hải,20.9897376,105.5400996,4.7,7,XGQR+V2G,Hà Nội,"Hòa Lạc, Hà Nội",VN,https://www.facebook.com/share/6cLYftndAFGn5QxG/?mibextid=LQQJ4d,+84 977 815 171,Nhà hàng cơm,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Xe%20T%E1%BA%A3i%20H%E1%BB%93ng%20H%E1%BA%A3i&query_place_id=ChIJSR94RQBbNDERv8vxNfPuG84,1
ChIJu5AavnFbNDER7JhoS9GO-oo,Quán Cây Sung,20.9867265,105.5350596,4.3,7,,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 976 585 726,Quán bia,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C3%A2y%20Sung&query_place_id=ChIJu5AavnFbNDER7JhoS9GO-oo,1
ChIJsyin1QdbNDERYKcawkOozy0,T-One Quán,20.9879483,105.5358174,3.4,7,"XGQP+58G, Cầu vượt công nghệ cao",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 904 684 777,Quán bia,https://www.google.com/maps/search/?api=1&query=T-One%20Qu%C3%A1n&query_place_id=ChIJsyin1QdbNDERYKcawkOozy0,1
ChIJR2eZVyNbNDERRvr8CMD_LWQ,Bún Đậu Phố Xưa,21.0163741,105.5194449,5.0,7,Đường 21,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 888 912 686,Nhà hàng,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20Ph%E1%BB%91%20X%C6%B0a&query_place_id=ChIJR2eZVyNbNDERRvr8CMD_LWQ,1
ChIJy76QWABbNDERhx5LkzNXfqM,Ốc Bốn Mùa,21.0152633,105.5192259,4.4,7,432,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 332 406 789,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20B%E1%BB%91n%20M%C3%B9a&query_place_id=ChIJy76QWABbNDERhx5LkzNXfqM,1
ChIJAYJuCQBbNDERQZ5DnJk7q8E,Bún Bò Huế Tú Anh,21.0253744,105.52261,3.3,7,2GGF+43C,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán mì,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF%20T%C3%BA%20Anh&query_place_id=ChIJAYJuCQBbNDERQZ5DnJk7q8E,1
ChIJKcf3RAhbNDERUG2UnnSBnSw,Nguyễn Nhung Cafe,21.0184671,105.5488615,4.7,7,2G9X+9GQ,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Nguy%E1%BB%85n%20Nhung%20Cafe&query_place_id=ChIJKcf3RAhbNDERUG2UnnSBnSw,1
ChIJpYC0kdxbNDER9vMie5XH2aA,Nhà Hàng G7,21.019285,105.566409,4.7,7,Ngõ 115 Đường Khoang,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 976 778 919,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20G7&query_place_id=ChIJpYC0kdxbNDER9vMie5XH2aA,1
ChIJ1VPeCQBbNDER5wKPz7C0TsI,Nhà hàng Sông Xanh,21.0163348,105.5728636,3.7,7,2H8F+G4Q,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 847 655 888,Nhà hàng châu Á,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20S%C3%B4ng%20Xanh&query_place_id=ChIJ1VPeCQBbNDER5wKPz7C0TsI,1
ChIJvboFizJaNDERNE5YuZxqUXQ,Phở Phúc Hậu,21.0228035,105.5501467,3.7,7,2HF2+43C,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 982 298 559,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Ph%C3%BAc%20H%E1%BA%ADu&query_place_id=ChIJvboFizJaNDERNE5YuZxqUXQ,1
ChIJFZkIfwBZNDER5vUR98o4IU0,Trang Âu Coffee,21.0492889,105.5829899,5.0,7,416 Đồng Cam,Hà Nội,"Thạch Thất, Hà Nội",VN,,+84 975 894 122,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Trang%20%C3%82u%20Coffee&query_place_id=ChIJFZkIfwBZNDER5vUR98o4IU0,1
ChIJZyvZCaJbNDERBKQox_gzfL0,50°C Tea Cafe,21.0280225,105.5941949,4.9,7,78 Đ. Chùa Tây Phương,Hà Nội,"Tây Phương, Hà Nội",VN,https://www.facebook.com/50C-Coffee-Tea-Tr%C3%A0-Chanh-107418807323527/?modal=admin_todo_tour,+84 912 216 592,Quán cà phê,https://www.google.com/maps/search/?api=1&query=50%C2%B0C%20Tea%20Cafe&query_place_id=ChIJZyvZCaJbNDERBKQox_gzfL0,1
ChIJF177BABRNDER8VM3b3P54lk,Dailycoffee,21.0297637,105.596541,2.1,7,,Hà Nội,"Tây Phương, Hà Nội",VN,,,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Dailycoffee&query_place_id=ChIJF177BABRNDER8VM3b3P54lk,1
ChIJ3c5IeQBbNDERzNtfaURS6M0,La Cà Phê,21.0188825,105.5822127,5.0,7,2H9J+HVV,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 373 850 159,Quán cà phê,https://www.google.com/maps/search/?api=1&query=La%20C%C3%A0%20Ph%C3%AA&query_place_id=ChIJ3c5IeQBbNDERzNtfaURS6M0,1
ChIJWefqg59bNDERYhcu9O0If20,Cafe Châu Long,20.9940558,105.5233749,4.3,7,XGVF+J8H,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 915 661 177,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Cafe%20Ch%C3%A2u%20Long&query_place_id=ChIJWefqg59bNDERYhcu9O0If20,1
ChIJtUp0lmlbNDERGvmoZF3PKb8,Chói's Coffee & Tea,21.0272028,105.5346953,4.7,7,Thôn 1 Đường phú hữu,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 338 796 166,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Ch%C3%B3i's%20Coffee%20%26%20Tea&query_place_id=ChIJtUp0lmlbNDERGvmoZF3PKb8,1
ChIJ81lYWABbNDERtlgh_-eNwWg,Nhà Hàng Vịt Tiến Hưng,21.0337192,105.5146349,4.8,6,"Gần, Asean Resort",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 976 265 742,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20V%E1%BB%8Bt%20Ti%E1%BA%BFn%20H%C6%B0ng&query_place_id=ChIJ81lYWABbNDERtlgh_-eNwWg,1
ChIJn4MOuuxZNDERCr4fBPqNNWM,Cafe trà sữa Hồng Nhung,21.0462257,105.5047661,4.5,6,2GW3+FWR Ngã Tư Lục Quân,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 387 132 974,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Cafe%20tr%C3%A0%20s%E1%BB%AFa%20H%E1%BB%93ng%20Nhung&query_place_id=ChIJn4MOuuxZNDERCr4fBPqNNWM,1
ChIJWxmOOT5ZNDERhXTRAqZjFXM,Nhà Hàng Huyền Trang,21.052506,105.50223,4.7,6,"3G32+2V5 Đối Diện Tập Đoàn Y Dược Bảo Long, QL21A",Hà Nội,"Đoài Phương, Hà Nội",VN,,+84 972 275 184,Nhà hàng món lẩu,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Huy%E1%BB%81n%20Trang&query_place_id=ChIJWxmOOT5ZNDERhXTRAqZjFXM,1
ChIJU7LuTwBbNDERcSQtXMvbik8,Lẩu Chất,21.0076899,105.5182443,4.3,6,,Hà Nội,"Hòa Lạc, Hà Nội",VN,https://www.facebook.com/share/1JyaVANvXW/?mibextid=wwXIfr,+84 981 218 123,Nhà hàng,https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20Ch%E1%BA%A5t&query_place_id=ChIJU7LuTwBbNDERcSQtXMvbik8,1
ChIJ-XmK80lbNDERPF6XpDn3Tok,Bún Bò Huế Đức Duy,21.0017668,105.5217992,4.8,6,,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 973 271 135,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF%20%C4%90%E1%BB%A9c%20Duy&query_place_id=ChIJ-XmK80lbNDERPF6XpDn3Tok,1
ChIJcUENb3pbNDERNFqmmLsZkdc,Quán Mỳ U Hoa,21.0139449,105.5189482,3.8,6,số 44 Cụm 1,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 384 215 138,Nhà hàng Việt Nam,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20M%E1%BB%B3%20U%20Hoa&query_place_id=ChIJcUENb3pbNDERNFqmmLsZkdc,1
ChIJ4wYOKABbNDERgY5raGgM_EE,Dê Ngon Nguyễn Gia,21.0238329,105.5201079,4.5,6,"2GFC+G2H, QL21A",Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=D%C3%AA%20Ngon%20Nguy%E1%BB%85n%20Gia&query_place_id=ChIJ4wYOKABbNDERgY5raGgM_EE,1
ChIJ3yDx2UlbNDERRDl1iwb-mBE,Quán Cháo Lòng Tiết Canh 371,21.0183501,105.5198162,4.7,6,QL21A/số nhà 304 thôn 4,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 978 384 305,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ch%C3%A1o%20L%C3%B2ng%20Ti%E1%BA%BFt%20Canh%20371&query_place_id=ChIJ3yDx2UlbNDERRDl1iwb-mBE,1
ChIJQZIBZABbNDERR0fOq_RA1xQ,Nhà Hàng Quốc Gia,20.9987478,105.5207989,4.8,6,,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 973 696 159,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Qu%E1%BB%91c%20Gia&query_place_id=ChIJQZIBZABbNDERR0fOq_RA1xQ,1
ChIJqxlmKACrNTER6PW2YGK5sHg,Tiệm Trà Lyna & PhotoBooth,21.0525338,105.5707756,5.0,6,19 ĐT420,Hà Nội,"Thạch Thất, Hà Nội",VN,https://www.facebook.com/share/1A7s9JHbbW/?mibextid=wwXIfr,+84 395 919 403,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20Tr%C3%A0%20Lyna%20%26%20PhotoBooth&query_place_id=ChIJqxlmKACrNTER6PW2YGK5sHg,1
ChIJBeXvFwBZNDERKoa49_EWixU,Toco toco,21.0504347,105.5687531,2.5,6,117 ĐT420,Hà Nội,"Thạch Thất, Hà Nội",VN,,,Cửa hàng kem,https://www.google.com/maps/search/?api=1&query=Toco%20toco&query_place_id=ChIJBeXvFwBZNDERKoa49_EWixU,1
ChIJ2c9oZ_tbNDERmflaGRs22S4,Quán Dê Tỉnh Hoa,20.9923733,105.5215827,4.8,6,"XGRC+WJW, Unnamed Road",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 972 094 333,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20D%C3%AA%20T%E1%BB%89nh%20Hoa&query_place_id=ChIJ2c9oZ_tbNDERmflaGRs22S4,1
ChIJh7CDTgBbNDERqB7NcALkxAk,Phở hiếu thảo,20.9940874,105.5233816,2.8,6,XGVF+J8H,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20hi%E1%BA%BFu%20th%E1%BA%A3o&query_place_id=ChIJh7CDTgBbNDERqB7NcALkxAk,1
ChIJX13Lbr9bNDERb0qoDeD_MJ0,Quán Mèo Hải Lá,20.9966372,105.5877811,4.3,6,"XHWQ+M42, Unnamed Road",Hà Nội,"Kiều Phú, Hà Nội",VN,,,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20M%C3%A8o%20H%E1%BA%A3i%20L%C3%A1&query_place_id=ChIJX13Lbr9bNDERb0qoDeD_MJ0,1
ChIJQYRxD1tbNDERz8TdJMcygtE,Coffee An Nhiên Hoà Lạc,21.0007794,105.5589316,4.8,6,,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 965 676 755,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Coffee%20An%20Nhi%C3%AAn%20Ho%C3%A0%20L%E1%BA%A1c&query_place_id=ChIJQYRxD1tbNDERz8TdJMcygtE,1
ChIJyy7K3-FbNDER_Zg8kgJ88QQ,Bún Phở Thanh Phương,21.0220503,105.5503581,4.7,6,2HC2+R4H,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 961 762 683,Quán mì,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ph%E1%BB%9F%20Thanh%20Ph%C6%B0%C6%A1ng&query_place_id=ChIJyy7K3-FbNDER_Zg8kgJ88QQ,1
ChIJ1UksbgBbNDER5Mh9QPi8C1I,King Bbq Buffet,21.0227588,105.5504179,3.7,6,419,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 928 309 333,Nhà hàng châu Á,https://www.google.com/maps/search/?api=1&query=King%20Bbq%20Buffet&query_place_id=ChIJ1UksbgBbNDER5Mh9QPi8C1I,1
ChIJu2l_OjVbNDERXBTsVOqPfCA,Pizza & Fastfood Tân Xã,21.021685,105.5504994,1.3,6,231,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng ăn nhanh,https://www.google.com/maps/search/?api=1&query=Pizza%20%26%20Fastfood%20T%C3%A2n%20X%C3%A3&query_place_id=ChIJu2l_OjVbNDERXBTsVOqPfCA,1
ChIJZ73FdSFbNDERnxGSft1xWM4,Cafe Hát Cho Nhau Nghe,21.0016481,105.5661576,5.0,6,"2H28+MF3, cổng làng",Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Cafe%20H%C3%A1t%20Cho%20Nhau%20Nghe&query_place_id=ChIJZ73FdSFbNDERnxGSft1xWM4,1
ChIJFe2qdoZbNDERpsjm7SFbrW0,Valley Restaurant,21.0209861,105.5846021,5.0,6,22 Đường Lưu Niệm,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 707 070 123,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Valley%20Restaurant&query_place_id=ChIJFe2qdoZbNDERpsjm7SFbrW0,1
ChIJNz87TwBbNDER-O1vlLUWoAM,Hằng Coffe,21.0295223,105.5790887,5.0,6,2HHH+RH8,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 968 927 201,Quán cà phê,https://www.google.com/maps/search/?api=1&query=H%E1%BA%B1ng%20Coffe&query_place_id=ChIJNz87TwBbNDER-O1vlLUWoAM,1
ChIJddJFGgBbNDERIhA-ZsupA0Y,Xingfu 4 Season Fruit Tea Hòa Lạc,21.0203199,105.5202116,1.5,6,Số 236 thôn 4,Hà Nội,"Hòa Lạc, Hà Nội",VN,https://xingfuvietnam.vn/,+84 983 685 611,Cửa hàng kem,https://www.google.com/maps/search/?api=1&query=Xingfu%204%20Season%20Fruit%20Tea%20H%C3%B2a%20L%E1%BA%A1c&query_place_id=ChIJddJFGgBbNDERIhA-ZsupA0Y,1
