"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","url","categoryName"
"Phở Gà Tuấn Hưng",,,"QL21A","Hà Nội","thạch thất, Hà Nội","VN","https://www.facebook.com/share/18cbrUQrwV/","+84 945 645 645","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20G%C3%A0%20Tu%E1%BA%A5n%20H%C6%B0ng&query_place_id=ChIJ8-ETmR-tNTERZW4DhCFbxDY","Nhà hàng"
"Bún Đậu Sơn béo","2.4","27","Thôn 3 QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 866 823 822","Nhà hàng gia đình",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20S%C6%A1n%20b%C3%A9o&query_place_id=ChIJwbQpFWZbNDERW1A4GuxaRi8","Nhà hàng gia đình"
"Cơm bình dân Thanh Bình",,,"XGR8+6F5, CT03","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng gia đình",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20b%C3%ACnh%20d%C3%A2n%20Thanh%20B%C3%ACnh&query_place_id=ChIJV7fjBwBbNDERydNmbFbuPTM","Nhà hàng gia đình"
"Phở Bò Chí Hiếu","3.5","22","XGR8+27F","Hà Nội","Yên Xuân, Hà Nội","VN",,"","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%C3%B2%20Ch%C3%AD%20Hi%E1%BA%BFu&query_place_id=ChIJp05nUXZbNDER5qi2_6wZ1N0","Nhà hàng phở"
"Vịt Quay Lê Hương",,,"2G2C+V9H","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=V%E1%BB%8Bt%20Quay%20L%C3%AA%20H%C6%B0%C6%A1ng&query_place_id=ChIJJft1fABbNDERBnkL1Q68Sts","Quán ăn nhỏ"
"Quán Bia Vàng 999",,,"2G2C+443","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán bia sân vườn",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Bia%20V%C3%A0ng%20999&query_place_id=ChIJT0AmbQBbNDERvRn2nretB2w","Quán bia sân vườn"
"Quán phở Minh Đức",,,"2G2C+V99","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng gia đình",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20ph%E1%BB%9F%20Minh%20%C4%90%E1%BB%A9c&query_place_id=ChIJp_JZegBbNDERwbrge2vdrQY","Nhà hàng gia đình"
"Quán vịt Xuân Lan",,,"2G2C+V9H","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20v%E1%BB%8Bt%20Xu%C3%A2n%20Lan&query_place_id=ChIJ80scHwBbNDER4AIxGn8Mt_E","Nhà hàng"
"Phở Bò Trung Kiên",,,"2G3C+45C, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 973 138 721","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%C3%B2%20Trung%20Ki%C3%AAn&query_place_id=ChIJz4ExPABbNDERz4nHNFhw0KM","Nhà hàng phở"
"Nhà hàng Sông Xanh","3.7","7","2H8F+G4Q","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 847 655 888","Nhà hàng châu Á",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20S%C3%B4ng%20Xanh&query_place_id=ChIJ1VPeCQBbNDER5wKPz7C0TsI","Nhà hàng châu Á"
"Hương Hùng Quán",,,"2H9M+7JR, Đường Phú Đa","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=H%C6%B0%C6%A1ng%20H%C3%B9ng%20Qu%C3%A1n&query_place_id=ChIJmdrIYwBbNDERqXuTH5StCJU","Nhà hàng"
"NónViệt",,,"2H9H+CV3, Cầu","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=N%C3%B3nVi%E1%BB%87t&query_place_id=ChIJ_ZoqQQBbNDEREInz--msgng","Nhà hàng"
"Quán Bà Béo",,,,"Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20B%C3%A0%20B%C3%A9o&query_place_id=ChIJe9goVBBaNDERD0vbUW2I2x0","Nhà hàng"
"Cơm Phở Trường Nghĩa","2.5","4",,"Hà Nội","Hạ Bằng, Hà Nội","VN","https://www.facebook.com/share/15kM8dJwM1/","+84 989 816 629","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Ph%E1%BB%9F%20Tr%C6%B0%E1%BB%9Dng%20Ngh%C4%A9a&query_place_id=ChIJ3yfrK4BbNDERtMTMr6mmofI","Quán mì"
"Quán nhậu đêm-ăn đêm",,,"2H8G+Q9X","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20nh%E1%BA%ADu%20%C4%91%C3%AAm-%C4%83n%20%C4%91%C3%AAm&query_place_id=ChIJ0QcELgBbNDERj8a5WYj8ufE","Nhà hàng"
"Bia hơi Ti en Ti",,,"2HCP+76X","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 838 000 925","Nhà hàng gia đình",,,,,,"https://www.google.com/maps/search/?api=1&query=Bia%20h%C6%A1i%20Ti%20en%20Ti&query_place_id=ChIJo-mIbABbNDERng7CyGp2IYc","Nhà hàng gia đình"
"Quán Vườn Keo 1991","4.8","4","H13 Hà nội","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 961 480 893","Nhà hàng","Điểm phát chẩn đồ ăn",,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20V%C6%B0%E1%BB%9Dn%20Keo%201991&query_place_id=ChIJQalejkBbNDERmWpg2Gxo8X8","Nhà hàng"
"Tây Phương Quán","4.1","36","ngõ 89 xóm Hoà Bình","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 977 285 468","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=T%C3%A2y%20Ph%C6%B0%C6%A1ng%20Qu%C3%A1n&query_place_id=ChIJVwMY9w9aNDERcx6gU2LTDiQ","Nhà hàng"
"Nhà Hàng Gia Hân","4.1","25","2H8G+WV8","Hà Nội","Hạ Bằng, Hà Nội","VN","https://www.facebook.com/phuong.kieu.1","+84 978 177 014","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Gia%20H%C3%A2n&query_place_id=ChIJV7e0NRFaNDER_-xiipPEhW0","Nhà hàng"
"Nhà Hàng Sông Quê","4","46","2H8F+QQ7","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 938 581 988","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20S%C3%B4ng%20Qu%C3%AA&query_place_id=ChIJTwvNjxZaNDER3M28jn3cW8c","Nhà hàng"
"Nhà Hàng Tuấn Tú","3.8","95","2H8F+PJV","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 966 787 666","Nhà hàng món cá",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Tu%E1%BA%A5n%20T%C3%BA&query_place_id=ChIJKQ8MhhZaNDER6MnpGDF6iKE","Nhà hàng món cá"
"Nhà Hàng Tuấn Trâu","4.2","29",,"Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 988 345 658","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Tu%E1%BA%A5n%20Tr%C3%A2u&query_place_id=ChIJW3HcIKhbNDERg9SetG4bAvc","Nhà hàng"
"Trình Béo Quán",,,"2H9J+GH6","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Tr%C3%ACnh%20B%C3%A9o%20Qu%C3%A1n&query_place_id=ChIJORJFcQBbNDERMndpRO_Vgeg","Nhà hàng"
"Lẩu Lòng Bò Tuấn Hùng",,,"2H9J+H26","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng gia đình",,,,,,"https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20L%C3%B2ng%20B%C3%B2%20Tu%E1%BA%A5n%20H%C3%B9ng&query_place_id=ChIJj61dBgBbNDERXktk5dF7M2M","Nhà hàng gia đình"
"Hồng Kông Quán","5","3","XGPM+RV3","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 962 827 590","Quán bia",,,,,,"https://www.google.com/maps/search/?api=1&query=H%E1%BB%93ng%20K%C3%B4ng%20Qu%C3%A1n&query_place_id=ChIJtyV2AQBbNDER7fqgnCydrX0","Quán bia"
"Highlands Coffee FV3 FPT Hoa Lac","4.2","44","Hi-tech","Hà Nội","Thạch Thất, Hà Nội","VN","https://www.highlandscoffee.com.vn/","","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Highlands%20Coffee%20FV3%20FPT%20Hoa%20Lac&query_place_id=ChIJ3_pnIUNbNDERMHeogH3Sqmw","Quán cà phê"
"Mơ Coffee","4.3","32","Khu Công Nghệ Cao Hòa Lạc","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 868 288 100","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=M%C6%A1%20Coffee&query_place_id=ChIJwZ0bom9bNDER8mvZsORDO3c","Quán cà phê"
"Duy Tân Cafeteria","4.3","8","Khu Công Nghệ Cao Hòa Lạc, F-Ville 1, Khu CNC Hòa Lạc, FPT Software","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/duytancafe","+84 936 323 268","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Duy%20T%C3%A2n%20Cafeteria&query_place_id=ChIJlYkj2blbNDER9Vuc6QuFdz4","Quán cà phê"
"Căng Tin Vườn Uơm",,,"2G5M+WF","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C4%83ng%20Tin%20V%C6%B0%E1%BB%9Dn%20U%C6%A1m&query_place_id=ChIJEZHvXgBbNDER6wMalbjHx8M","Nhà hàng"
"Twitter Beans Coffee NIC","5","2","Trung tâm Đổi mới sáng tạo Quốc gia, Khu Công Nghệ Cao Hòa Lạc","Hà Nội","Hòa Lạc, Hà Nội","VN","https://twitterbeanscoffee.com/","","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Twitter%20Beans%20Coffee%20NIC&query_place_id=ChIJCyUnXwBbNDERCSEaeFzLln0","Quán cà phê"
"Xôi Bánh Mì Cafe Mazda 6","3","4","2G7H+33Q Điểm Đỗ Xe Buýt","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 984 598 886","Gian hàng rong",,,,,,"https://www.google.com/maps/search/?api=1&query=X%C3%B4i%20B%C3%A1nh%20M%C3%AC%20Cafe%20Mazda%206&query_place_id=ChIJ7VKOdABbNDERYZEWQa1Bv1c","Gian hàng rong"
"Cafe Nhà Muối","5","4","155 Đ. Chi Quan","Hà Nội","Thạch Thất, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Cafe%20Nh%C3%A0%20Mu%E1%BB%91i&query_place_id=ChIJiR4oDQBZNDERCpEuz6BOfmQ","Quán cà phê"
"152 thị trấn liên quan thạch thất hà nội","5","1","3H3H+W7V","Hà Nội","Thạch Thất, Hà Nội","VN",,"","Nhà hàng ăn nhanh",,,,,,"https://www.google.com/maps/search/?api=1&query=152%20th%E1%BB%8B%20tr%E1%BA%A5n%20li%C3%AAn%20quan%20th%E1%BA%A1ch%20th%E1%BA%A5t%20h%C3%A0%20n%E1%BB%99i&query_place_id=ChIJt5S-TABZNDERYN_5911YiKE","Nhà hàng ăn nhanh"
"Lá Cafe & Tea","5","5","92","Hà Nội","Thạch Thất, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=L%C3%A1%20Cafe%20%26%20Tea&query_place_id=ChIJUbHYKABZNDERn-GfQ6SjXys","Quán cà phê"
"Bánh cuốn lạng sơn",,,"10 Đ. Chi Quan","Hà Nội","Thạch Thất, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20cu%E1%BB%91n%20l%E1%BA%A1ng%20s%C6%A1n&query_place_id=ChIJs2iBUgBZNDERwUoGKCb1byA","Nhà hàng"
"Nhà Hàng Sao Việt","4.5","2","nhà hàng sao việt nằm trong khuôn viên trường đại học FPT","Hà Nội","Hòa Lạc, Hà Nội","VN","http://wwthucphamsaoviet.vn/","+84 915 674 614","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Sao%20Vi%E1%BB%87t&query_place_id=ChIJF_mNyDFbNDERXNcije7cfjw","Quán ăn nhỏ"
"Lẩu Bò Đức Béo","5","16","Ngã tư, Khu Công Nghệ Cao Hòa Lạc, 21 ĐL Thăng Long","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/lauboducbeo","+84 962 413 658","Nhà hàng món lẩu",,,,,,"https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20B%C3%B2%20%C4%90%E1%BB%A9c%20B%C3%A9o&query_place_id=ChIJ9T3_ZN6tNTER4tFvkFcq2LA","Nhà hàng món lẩu"
"Get&Go Cafe","4.7","115","QL21B","Hà Nội","Hòa Lạc, Hà Nội","VN","http://getngo.vn/","+84 981 469 889","Quán cà phê","Nhà hàng bán đồ ăn mang về",,,,,"https://www.google.com/maps/search/?api=1&query=Get%26Go%20Cafe&query_place_id=ChIJ6f6N3XhbNDERQgnadWt3m7k","Quán cà phê"
"Bia Hơi Chuẩn Hoàng Hoa Thám","5","1","Đường 21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Bia%20H%C6%A1i%20Chu%E1%BA%A9n%20Ho%C3%A0ng%20Hoa%20Th%C3%A1m&query_place_id=ChIJYQh0iAlbNDER9rfwlb6HnH0","Nhà hàng"
"Góc Phố Quán","4.5","25","2G2C+FHX","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=G%C3%B3c%20Ph%E1%BB%91%20Qu%C3%A1n&query_place_id=ChIJUdaBfxlbNDERnHpo5VmEWnw","Nhà hàng"
"Quán Dê Tỉnh Hoa","4.8","6","XGRC+WJW, Unnamed Road","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 972 094 333","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20D%C3%AA%20T%E1%BB%89nh%20Hoa&query_place_id=ChIJ2c9oZ_tbNDERmflaGRs22S4","Nhà hàng"
"Cơm Xe Tải Ninh Nguyễn","5","4","XGWF+77C","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Xe%20T%E1%BA%A3i%20Ninh%20Nguy%E1%BB%85n&query_place_id=ChIJ1c7XTQBbNDER93c-wYkoakw","Nhà hàng cơm"
"Vườn Bia 86","5","3","2G2C+5VG","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán bia sân vườn",,,,,,"https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20Bia%2086&query_place_id=ChIJKWbMVgBbNDERvnjlJBWsk7I","Quán bia sân vườn"
"Cơm Xe Tải Thanh Huyền","5","4","XGWF+57P","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 987 746 158","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Xe%20T%E1%BA%A3i%20Thanh%20Huy%E1%BB%81n&query_place_id=ChIJeQgqXABbNDERoFI7qBYCxe8","Nhà hàng cơm"
"Quán Ăn Đêm Tuấn Hằng","5","4","XGWF+J5R","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 964 495 509","Nhà hàng châu Á",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20%C4%90%C3%AAm%20Tu%E1%BA%A5n%20H%E1%BA%B1ng&query_place_id=ChIJ6QaxRQBbNDERd-g99JLFpHY","Nhà hàng châu Á"
"Bún Cá Thái Bình","5","3","XGWF+96Q, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 901 513 669","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20C%C3%A1%20Th%C3%A1i%20B%C3%ACnh&query_place_id=ChIJSb9y_JtbNDERHGhg2gQLGu8","Quán mì"
"Bún Bò Huế Đức Duy","4.8","6",,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 973 271 135","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF%20%C4%90%E1%BB%A9c%20Duy&query_place_id=ChIJ-XmK80lbNDERPF6XpDn3Tok","Quán ăn nhỏ"
"Phở Hoàn Vộc","4.1","88","Ngã 3, CT03","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 984 297 886","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Ho%C3%A0n%20V%E1%BB%99c&query_place_id=ChIJQTXNxOBbNDER_26jAuEmTJc","Nhà hàng phở"
"Bún Bò Huế Ngự Bình","4.4","85","XGXF+J39","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 359 763 599","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF%20Ng%E1%BB%B1%20B%C3%ACnh&query_place_id=ChIJbTzvh1BbNDERsRh8dzH49P0","Quán mì"
"Nhà Hàng Đức Dê Tươi","4.8","54","QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 813 307 666","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20%C4%90%E1%BB%A9c%20D%C3%AA%20T%C6%B0%C6%A1i&query_place_id=ChIJHYgROgBbNDERS9-86VBGjq0","Nhà hàng"
"Bánh Đa Cá Rô Đồng - Quỳnh Trâm","5","1","130 cụm 1","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng gia đình",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20%C4%90a%20C%C3%A1%20R%C3%B4%20%C4%90%E1%BB%93ng%20-%20Qu%E1%BB%B3nh%20Tr%C3%A2m&query_place_id=ChIJlTAacgBbNDERz9wUAqth0Ug","Nhà hàng gia đình"
"Lòng Và","5","2","XGWF+M4Q, Unnamed","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 977 601 990","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=L%C3%B2ng%20V%C3%A0&query_place_id=ChIJoSAeLgBbNDER10UK-XEkI34","Nhà hàng"
"Phở Mạnh Cường","4.6","164","21, Khu Công Nghệ Cao Hòa Lạc, Ngã tư, CT03","Hà Nội","Hòa Lạc, Hà Nội","VN","http://phomanhcuong.com/","+84 989 500 556","Nhà hàng","Nhà hàng cơm",,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20M%E1%BA%A1nh%20C%C6%B0%E1%BB%9Dng&query_place_id=ChIJfb98R7VbNDERRaXmEAYSbdM","Nhà hàng"
"Nhà Hàng Nguyễn Gia","4.3","247","Số 102 thôn 2","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 985 292 186","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Nguy%E1%BB%85n%20Gia&query_place_id=ChIJqUUTkzpbNDERi8K_NaI6aEo","Nhà hàng"
"Nhà Hàng Tây Bắc",,,"QL. 21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 981 399 315","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20T%C3%A2y%20B%E1%BA%AFc&query_place_id=ChIJb7BLFBpbNDERlaf12LOP-5k","Nhà hàng"
"Cơm Niêu Phú Ông","3.9","99","Khu Công Nghệ Cao Hòa Lạc, Số 572 - QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 983 426 633","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Ni%C3%AAu%20Ph%C3%BA%20%C3%94ng&query_place_id=ChIJjeK6NbVbNDERr78CS12xC-g","Nhà hàng cơm"
"Quán Tổ Chim","4.1","34","2G2C+5MF, QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 932 292 116","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20T%E1%BB%95%20Chim&query_place_id=ChIJTZinv-lbNDERxSZbjbT79js","Nhà hàng"
"Nhà Hàng Gà Thành Trung","4.1","119","Số 10 Cụm 1","Hà Nội","Thạch Thất, Hà Nội","VN","https://garithanhtrung.com/","+84 974 255 619","Nhà hàng thịt gà","Cửa hàng thịt gà","Nhà hàng cao cấp","Nhà hàng","Nhà hàng cơm","Nhà hàng Việt Nam","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20G%C3%A0%20Th%C3%A0nh%20Trung&query_place_id=ChIJ51wf8adbNDERPUTpGxvPvt4","Nhà hàng thịt gà"
"Bún Cá Hola","4.8","4","XGXC+8XR","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 988 886 703","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20C%C3%A1%20Hola&query_place_id=ChIJC4QxUQBbNDERixbjp4wZ7jE","Quán ăn nhỏ"
"Cơm Nhất Linh","4.2","10","2G2C+CJ3","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Nh%E1%BA%A5t%20Linh&query_place_id=ChIJ5d5VYFhbNDERJqtYs521ask","Nhà hàng cơm"
"Chicken & Tea K.P.96","5","2","XGVF+R8M","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán gà rán mang đi",,,,,,"https://www.google.com/maps/search/?api=1&query=Chicken%20%26%20Tea%20K.P.96&query_place_id=ChIJjcAgRBlbNDERdy2iUbrClyg","Quán gà rán mang đi"
"Nhà Hàng Duy Anh","4.1","54","XGWF+66P, QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 916 028 834","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Duy%20Anh&query_place_id=ChIJ1WGgXBpbNDERy7BekdVbTRo","Nhà hàng"
"Bún Chả Thuỷ Tiên","4.3","9","XGVF+GP2","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 974 357 462","Nhà hàng chuyên phục vụ bữa sáng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20Thu%E1%BB%B7%20Ti%C3%AAn&query_place_id=ChIJA6qFUFhbNDER1wP0yHTW7Jw","Nhà hàng chuyên phục vụ bữa sáng"
"Cơm Hoàng Tuyết 2",,,"XGXC+8WQ","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Ho%C3%A0ng%20Tuy%E1%BA%BFt%202&query_place_id=ChIJlQFnVABbNDER-k-iHVAn9Do","Nhà hàng cơm"
"Bún Chả Nhất","4.1","20","Số 498 Thôn 3","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 989 157 979","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20Nh%E1%BA%A5t&query_place_id=ChIJ6zp0QRJbNDER3AJ4q6Ug1mI","Nhà hàng"
"Phở Vũ Gia Truyền","3.5","106",,"Hà Nội","Hòa Lạc, Hà Nội","VN","http://phovugiatruyen.com/","+84 767 215 789","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20V%C5%A9%20Gia%20Truy%E1%BB%81n&query_place_id=ChIJlemwCLpbNDER_akNoTeV1t0","Nhà hàng phở"
"Phở hiếu thảo","2.8","6","XGVF+J8H","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20hi%E1%BA%BFu%20th%E1%BA%A3o&query_place_id=ChIJh7CDTgBbNDERqB7NcALkxAk","Nhà hàng phở"
"Phở Bò Thành Long","4.2","5","XGVF+V8M, Ngã ba Hòa Lạc, QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 967 823 097","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%C3%B2%20Th%C3%A0nh%20Long&query_place_id=ChIJeQ4tQOZbNDERUWJFrKRoI8c","Nhà hàng phở"
"Tuấn Tài Quán",,,"XGWF+279","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Tu%E1%BA%A5n%20T%C3%A0i%20Qu%C3%A1n&query_place_id=ChIJuxQEOABbNDERr7Vv2Dy8hqg","Nhà hàng"
"Cơm Thanh","4","1","XGXM+4CJ","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Thanh&query_place_id=ChIJ94ZbYgBbNDERmECARjOnCYw","Quán ăn nhỏ"
"Bún Cháo Tuấn Hưng Gà Mía","5","1","2G2C+FHX","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%C3%A1o%20Tu%E1%BA%A5n%20H%C6%B0ng%20G%C3%A0%20M%C3%ADa&query_place_id=ChIJGbZkfwBbNDERJqYhy3uxZZE","Quán mì"
"Quán Gà Trâu Đức Tuân Tuyện Thắm","3.5","4","XGXF+427","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 973 380 209","Nhà hàng thịt gà",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20G%C3%A0%20Tr%C3%A2u%20%C4%90%E1%BB%A9c%20Tu%C3%A2n%20Tuy%E1%BB%87n%20Th%E1%BA%AFm&query_place_id=ChIJ6Rt_a5NbNDERULS2dj56S80","Nhà hàng thịt gà"
